source,destiny,weight
freebeacon,nytimes,14
freebeacon,nbcnews,3
freebeacon,theguardian,4
freebeacon,vox,4
freebeacon,nymag,2
freebeacon,slate,4
freebeacon,wsj,6
freebeacon,forbes,4
freebeacon,patrioticmillionaires,2
freebeacon,kutv,2
freebeacon,newsmax,2
freebeacon,foxnews,13
freebeacon,realclearpolitics,10
freebeacon,cbsnews,3
freebeacon,washingtontimes,2
freebeacon,lifenews,2
freebeacon,time,2
freebeacon,bbc,2
freebeacon,insidehighered,3
freebeacon,huffpost,4
freebeacon,npr,4
freebeacon,rasmussenreports,2
freebeacon,thenation,2
freebeacon,washingtonblade,2
freebeacon,pilotonline,2
freebeacon,mediamatters,2
freebeacon,nationalreview,4
freebeacon,usatoday,1
freebeacon,bostonglobe,2
freebeacon,dailycaller,1
freebeacon,morningconsult,1
freebeacon,theamericanconservative,1
freebeacon,powerlineblog,1
freebeacon,latimes,1
standard,independent,240
standard,bbc,2
standard,lbc,1
standard,sky,1
nccivitas,digg,93
nccivitas,dailykos,2
nccivitas,huffpost,2
nccivitas,reason,5
nccivitas,washingtonpost,3
nccivitas,cnbc,3
nccivitas,ncpolicywatch,2
nccivitas,usatoday,4
nccivitas,vox,3
nccivitas,journalnow,2
nccivitas,pbs,2
nccivitas,forbes,7
nccivitas,washingtontimes,2
nccivitas,nytimes,1
nccivitas,richmond,1
nccivitas,sltrib,1
nccivitas,billingsgazette,1
nccivitas,cnn,2
nccivitas,nationalreview,1
nccivitas,fivethirtyeight,1
nccivitas,latimes,1
nccivitas,npr,1
nccivitas,talkingpointsmemo,1
mprnews,npr,29
mprnews,nytimes,4
mprnews,time,1
mprnews,twincities,5
mprnews,startribune,10
mprnews,minnpost,5
mprnews,duluthnewstribune,1
mprnews,latimes,1
mprnews,vanityfair,1
mprnews,washingtonpost,1
churchmilitant,firstthings,5
churchmilitant,latimes,5
churchmilitant,nytimes,12
churchmilitant,thefederalist,2
churchmilitant,lifesitenews,32
churchmilitant,mlive,3
churchmilitant,buffalonews,2
churchmilitant,baltimoresun,2
churchmilitant,cnn,7
churchmilitant,campusreform,2
churchmilitant,foxnews,4
churchmilitant,washingtonpost,4
churchmilitant,nj,3
churchmilitant,thedailybeast,2
churchmilitant,vox,2
churchmilitant,cincinnati,2
churchmilitant,spectator,2
churchmilitant,startribune,5
churchmilitant,stltoday,2
churchmilitant,telegraph,3
churchmilitant,crisismagazine,2
churchmilitant,suntimes,5
churchmilitant,sfgate,2
churchmilitant,washingtonexaminer,3
churchmilitant,americamagazine,4
churchmilitant,courier-journal,1
churchmilitant,bostonglobe,1
churchmilitant,theamericanconservative,1
churchmilitant,ajc,1
churchmilitant,nationalpost,1
churchmilitant,lifenews,2
churchmilitant,freep,1
churchmilitant,whitehouse,2
churchmilitant,nationalreview,1
churchmilitant,newsmax,1
churchmilitant,theguardian,3
churchmilitant,dailymail,2
churchmilitant,independent,1
churchmilitant,sputniknews,1
abc11,washingtonpost,1
abc11,latimes,1
abc11,usatoday,1
minnpost,washingtonpost,4
minnpost,nytimes,6
minnpost,startribune,14
minnpost,npr,3
minnpost,usatoday,2
minnpost,fivethirtyeight,1
minnpost,seattletimes,2
minnpost,theguardian,1
minnpost,twincities,5
minnpost,mprnews,4
minnpost,commondreams,1
minnpost,latimes,1
minnpost,cnn,3
minnpost,vox,1
minnpost,theatlantic,2
minnpost,motherjones,2
minnpost,rollingstone,1
minnpost,nbcnews,1
minnpost,whitehouse,1
minnpost,knightfoundation,1
cosmopolitan,usatoday,6
cosmopolitan,nymag,11
cosmopolitan,cnbc,5
cosmopolitan,washingtonpost,53
cosmopolitan,cnn,43
cosmopolitan,cbsnews,5
cosmopolitan,nytimes,77
cosmopolitan,theguardian,9
cosmopolitan,msmagazine,1
cosmopolitan,npr,12
cosmopolitan,nbcnews,10
cosmopolitan,people,8
cosmopolitan,vox,9
cosmopolitan,nationalreview,2
cosmopolitan,bostonglobe,4
cosmopolitan,pbs,3
cosmopolitan,psmag,1
cosmopolitan,esquire,2
cosmopolitan,motherjones,6
cosmopolitan,nypost,9
cosmopolitan,huffpost,15
cosmopolitan,denverpost,1
cosmopolitan,theatlantic,3
cosmopolitan,rollingstone,3
cosmopolitan,theintercept,2
cosmopolitan,theverge,1
cosmopolitan,slate,7
cosmopolitan,guttmacher,12
cosmopolitan,commoncause,1
cosmopolitan,rewire,1
cosmopolitan,wgntv,1
cosmopolitan,aljazeera,1
cosmopolitan,time,6
cosmopolitan,observer,1
cosmopolitan,freebeacon,1
cosmopolitan,nola,4
cosmopolitan,americanprogress,1
cosmopolitan,engadget,1
cosmopolitan,thedailybeast,2
cosmopolitan,latimes,2
cosmopolitan,newyorker,8
cosmopolitan,dailymail,1
cosmopolitan,wsj,8
cosmopolitan,richmond,1
cosmopolitan,nydailynews,2
cosmopolitan,chicagotribune,1
cosmopolitan,washingtonexaminer,2
cosmopolitan,independent,2
cosmopolitan,thinkprogress,5
cosmopolitan,bbc,1
cosmopolitan,insidehighered,1
cosmopolitan,fortune,1
cosmopolitan,feministing,1
cosmopolitan,detroitnews,2
cosmopolitan,timesunion,1
cosmopolitan,al,1
cosmopolitan,thewire,1
cosmopolitan,toledoblade,1
cosmopolitan,advocate,1
cosmopolitan,deadline,1
cosmopolitan,hoover,1
cosmopolitan,forbes,1
cosmopolitan,mlive,2
cosmopolitan,newsweek,1
cosmopolitan,sun-sentinel,1
cosmopolitan,dailykos,1
cosmopolitan,freep,3
cosmopolitan,mediamatters,1
cosmopolitan,splcenter,1
cosmopolitan,newsmax,1
cosmopolitan,stltoday,1
cosmopolitan,foxnews,1
cosmopolitan,hollywoodreporter,1
cosmopolitan,mediaite,1
cincinnati,usatoday,105
cincinnati,courier-journal,1
cincinnati,ohio,2
cincinnati,nytimes,4
cincinnati,foxnews,1
cincinnati,nymag,1
cincinnati,washingtonpost,2
apmreports,mprnews,2
apmreports,cnn,4
apmreports,washingtonpost,2
apmreports,npr,2
rep-am,theguardian,1
jewishpress,cnn,2
jewishpress,middleeastmonitor,1
jewishpress,nytimes,1
jewishpress,telegraph,1
news-gazette,washingtonpost,1
ronpaulinstitute,fee,1
ronpaulinstitute,nytimes,11
ronpaulinstitute,newyorker,1
ronpaulinstitute,theamericanconservative,5
ronpaulinstitute,theintercept,4
ronpaulinstitute,forbes,1
ronpaulinstitute,thefederalist,1
ronpaulinstitute,independent,6
ronpaulinstitute,theguardian,7
ronpaulinstitute,strategic-culture,4
ronpaulinstitute,nj,1
ronpaulinstitute,cnbc,2
ronpaulinstitute,eff,1
ronpaulinstitute,washingtonpost,9
ronpaulinstitute,bbc,4
ronpaulinstitute,tass,1
ronpaulinstitute,aa,1
ronpaulinstitute,cnn,7
ronpaulinstitute,antiwar,5
ronpaulinstitute,foxnews,8
ronpaulinstitute,counterpunch,1
ronpaulinstitute,westernjournal,1
ronpaulinstitute,aljazeera,4
ronpaulinstitute,moonofalabama,2
ronpaulinstitute,democracynow,3
ronpaulinstitute,whitehouse,3
ronpaulinstitute,thestranger,1
ronpaulinstitute,nydailynews,1
ronpaulinstitute,pressherald,1
ronpaulinstitute,cbsnews,3
ronpaulinstitute,bostonglobe,1
ronpaulinstitute,reason,5
ronpaulinstitute,sfchronicle,1
ronpaulinstitute,sputniknews,3
ronpaulinstitute,thenewamerican,2
ronpaulinstitute,usatoday,2
ronpaulinstitute,thenation,2
ronpaulinstitute,rt,3
ronpaulinstitute,colombiareports,1
ronpaulinstitute,npr,4
ronpaulinstitute,huffpost,1
ronpaulinstitute,telegraph,1
ronpaulinstitute,militarytimes,2
ronpaulinstitute,wsj,4
ronpaulinstitute,courier-journal,1
ronpaulinstitute,nbcnews,2
ronpaulinstitute,dailymail,2
ronpaulinstitute,latimes,1
ronpaulinstitute,theblaze,1
feministing,washingtonpost,6
feministing,nymag,4
feministing,theguardian,4
feministing,nytimes,10
feministing,motherjones,2
feministing,nbcnews,2
feministing,npr,2
feministing,prwatch,2
feministing,boingboing,2
feministing,thinkprogress,4
feministing,cnn,4
feministing,theatlantic,4
feministing,fortune,2
feministing,huffpost,6
ynetnews,dallasnews,1
ynetnews,nytimes,2
thecanary,nytimes,8
thecanary,independent,37
thecanary,theguardian,72
thecanary,telegraph,8
thecanary,bbc,41
thecanary,mondoweiss,1
thecanary,democracynow,4
thecanary,aljazeera,8
thecanary,al-monitor,2
thecanary,counterpunch,4
thecanary,hrw,4
thecanary,truthout,1
thecanary,newstatesman,2
thecanary,huffpost,4
thecanary,cnn,4
thecanary,salon,3
thecanary,foreignpolicyjournal,1
thecanary,irishtimes,2
thecanary,truthdig,1
thecanary,inews,4
thecanary,standard,3
thecanary,freedomnews,1
thecanary,sky,7
thecanary,motherjones,1
thecanary,spectator,2
thecanary,itv,4
thecanary,thetimes,5
thecanary,pinknews,5
thecanary,nypost,1
thecanary,eff,1
thecanary,nbcnews,1
thecanary,ynetnews,1
thecanary,taxjustice,1
thecanary,dailymail,2
thecanary,alternet,1
thecanary,brookings,1
thecanary,colombiareports,1
thecanary,theatlantic,2
thecanary,newleftreview,1
thecanary,libcom,1
thecanary,thenation,3
thecanary,washingtonpost,2
thecanary,esquire,1
thecanary,americamagazine,1
thecanary,theintercept,3
thecanary,newsweek,1
thecanary,militarytimes,1
thecanary,time,1
thecanary,vanityfair,1
thecanary,whitehouse,1
thecanary,newint,1
thecanary,forbes,1
thecanary,kurdistan24,1
thecanary,smh,1
thecanary,leftfootforward,1
thecanary,theweek,1
thecanary,popularresistance,1
twincities,pbs,1
cbsnews,techcrunch,1
cbsnews,theatlantic,1
cbsnews,bbc,1
cbsnews,nytimes,5
cbsnews,commonwealthfund,2
cbsnews,nbcnews,1
cbsnews,cnn,2
cbsnews,nydailynews,2
cbsnews,wsj,1
cbsnews,courant,1
cbsnews,npr,1
cbsnews,usatoday,2
cbsnews,washingtonpost,2
cbsnews,stltoday,1
cjnews,nytimes,1
cjr,nytimes,2
cjr,washingtonpost,2
cjr,chicagotribune,1
cjr,cleveland,1
cjr,usatoday,1
cjr,nbcnews,1
thechronicleherald,montrealgazette,1
thechronicleherald,theguardian,120
thechronicleherald,edmontonjournal,3
thechronicleherald,cbc,1
thechronicleherald,vancouversun,2
thechronicleherald,calgaryherald,1
thechronicleherald,seattletimes,1
readingthepictures,nytimes,15
readingthepictures,washingtonpost,5
readingthepictures,latimes,2
readingthepictures,motherjones,1
readingthepictures,forbes,1
readingthepictures,cnn,2
readingthepictures,newyorker,2
readingthepictures,huffpost,1
readingthepictures,theatlantic,1
readingthepictures,bbc,3
readingthepictures,aljazeera,1
readingthepictures,counterpunch,1
readingthepictures,talkingpointsmemo,1
readingthepictures,insidesources,1
readingthepictures,nymag,1
readingthepictures,npr,1
readingthepictures,time,1
readingthepictures,mercurynews,1
ydr,usatoday,104
ydr,baltimoresun,1
ydr,dailymail,1
ydr,nytimes,1
ydr,pennlive,1
ydr,theverge,1
ydr,cnbc,1
harpers,independent,1
harpers,washingtonpost,2
harpers,nytimes,6
harpers,cnn,5
harpers,nbcnews,1
harpers,theguardian,2
harpers,npr,2
harpers,bbc,1
harpers,cbc,1
eastbaytimes,mercurynews,422
eastbaytimes,time,1
eastbaytimes,cnn,5
eastbaytimes,washingtonpost,2
thesun,wsj,120
thesun,nypost,120
thesun,theaustralian,120
thesun,news,121
thesun,dailymail,9
thesun,telegraph,2
thesun,itv,1
thesun,thetimes,1
thesun,bbc,2
thesun,elpais,1
thesun,nytimes,1
thesun,huffpost,1
fpri,theatlantic,6
fpri,ohio,1
fpri,nytimes,16
fpri,washingtonpost,14
fpri,wsj,3
fpri,thedailybeast,1
fpri,whitehouse,1
fpri,cnn,8
fpri,people,1
fpri,the-american-interest,4
fpri,cbsnews,2
fpri,forbes,3
fpri,theguardian,5
fpri,cnbc,3
fpri,newsweek,1
fpri,vox,3
fpri,militarytimes,1
fpri,freedomhouse,3
fpri,aljazeera,2
fpri,brookings,3
fpri,tasnimnews,1
fpri,huffpost,2
fpri,nbcnews,1
fpri,usatoday,1
fpri,tass,5
fpri,euractiv,2
fpri,bbc,2
fpri,themoscowtimes,1
fpri,ir,2
fpri,newyorker,1
fpri,slate,2
fpri,realclearpolitics,1
fpri,nationalreview,2
fpri,fivethirtyeight,1
fpri,npr,3
fpri,pbs,1
fpri,techcrunch,1
fpri,sputniknews,2
fpri,dailysignal,1
theweek,usatoday,9
theweek,washingtonpost,118
theweek,wsj,42
theweek,theverge,18
theweek,nymag,14
theweek,nytimes,158
theweek,theatlantic,29
theweek,vox,44
theweek,forbes,10
theweek,theguardian,15
theweek,washingtonmonthly,15
theweek,rewire,2
theweek,cnn,43
theweek,bbc,14
theweek,vanityfair,4
theweek,npr,22
theweek,cnbc,26
theweek,thinkprogress,9
theweek,salon,4
theweek,time,12
theweek,washingtontimes,3
theweek,chicagotribune,2
theweek,telegraph,4
theweek,washingtonexaminer,9
theweek,nationalreview,12
theweek,slate,17
theweek,thestar,4
theweek,rollingstone,5
theweek,nypost,7
theweek,dailymail,2
theweek,huffpost,14
theweek,sfchronicle,4
theweek,commondreams,2
theweek,nationalpost,2
theweek,newsweek,6
theweek,brookings,4
theweek,cbsnews,4
theweek,theintercept,2
theweek,firstthings,9
theweek,theamericanconservative,10
theweek,esquire,4
theweek,fivethirtyeight,9
theweek,newyorker,5
theweek,motherjones,6
theweek,talkingpointsmemo,3
theweek,latimes,10
theweek,nbcnews,16
theweek,theringer,1
theweek,bostonglobe,1
theweek,bradford-delong,6
theweek,fortune,2
theweek,insidehighered,2
theweek,cbc,2
theweek,freep,2
theweek,americanprogress,5
theweek,aljazeera,2
theweek,techcrunch,2
theweek,nakedcapitalism,6
theweek,ocregister,2
theweek,morningconsult,1
theweek,quillette,1
theweek,thedailybeast,3
theweek,thenation,1
theweek,realclearpolicy,1
theweek,baltimoresun,1
theweek,pbs,1
theweek,dailykos,1
theweek,hotair,1
theweek,freebeacon,1
theweek,inews,1
theweek,sky,1
theweek,thetimes,1
theweek,nydailynews,2
theweek,eff,1
theweek,reason,3
theweek,realclearpolitics,1
theweek,crooked,1
theweek,whitehouse,5
theweek,jsonline,1
theweek,themoscowtimes,1
theweek,sfgate,1
theweek,grist,1
washingtontimes,usatoday,2
washingtontimes,mediaite,2
washingtontimes,realclearpolitics,1
washingtontimes,nytimes,1
washingtontimes,sky,1
washingtontimes,washingtonpost,1
washingtontimes,seattletimes,1
washingtontimes,rasmussenreports,1
washingtontimes,fivethirtyeight,1
washingtontimes,nypost,2
secondnexus,cnn,34
secondnexus,euractiv,2
secondnexus,nytimes,23
secondnexus,nj,10
secondnexus,huffpost,9
secondnexus,thedailybeast,8
secondnexus,npr,2
secondnexus,orlandosentinel,2
secondnexus,bbc,4
secondnexus,washingtonpost,11
secondnexus,vox,6
secondnexus,nbcnews,5
secondnexus,foxnews,2
secondnexus,slate,2
secondnexus,time,4
secondnexus,fivethirtyeight,2
secondnexus,al,2
secondnexus,thestar,1
secondnexus,theweek,2
secondnexus,elpais,4
secondnexus,theglobeandmail,2
secondnexus,theatlantic,2
secondnexus,newyorker,2
secondnexus,latimes,2
secondnexus,theguardian,2
secondnexus,independent,6
secondnexus,washingtontimes,2
secondnexus,thinkprogress,2
secondnexus,usatoday,5
secondnexus,nypost,2
secondnexus,people,4
secondnexus,nymag,1
hcn,theguardian,25
hcn,huffpost,8
hcn,npr,4
hcn,motherjones,3
hcn,nytimes,10
hcn,washingtonpost,8
hcn,phoenixnewtimes,2
hcn,time,3
hcn,nationalpost,1
hcn,seattletimes,1
hcn,spokesman,1
hcn,psmag,1
hcn,crosscut,1
hcn,nymag,1
hcn,cbc,2
hcn,vancouversun,1
hcn,desertsun,1
hcn,denverpost,1
hcn,sltrib,1
hcn,thenation,1
hcn,whitehouse,1
hcn,commondreams,1
americablog,crooksandliars,46
americablog,dailykos,46
americablog,thestranger,46
americablog,fivethirtyeight,46
americablog,huffpost,46
americablog,motherjones,46
americablog,rawstory,46
americablog,ebar,46
americablog,dallasvoice,46
americablog,thenewcivilrightsmovement,46
americablog,towleroad,46
americablog,washingtonblade,46
americablog,vox,2
americablog,nytimes,1
americablog,theatlantic,1
nola,cleveland,3
nola,pennlive,1
nola,mlive,2
nola,rollingstone,1
nola,people,1
nola,nytimes,1
rewire,washingtonpost,41
rewire,usatoday,2
rewire,ajc,8
rewire,psmag,1
rewire,nytimes,48
rewire,npr,24
rewire,hcn,1
rewire,stltoday,4
rewire,nbcnews,14
rewire,cnn,7
rewire,americanprogress,3
rewire,sfchronicle,1
rewire,cnbc,2
rewire,huffpost,10
rewire,washingtonmonthly,1
rewire,thedailybeast,7
rewire,slate,4
rewire,vox,14
rewire,billingsgazette,1
rewire,theguardian,12
rewire,guttmacher,19
rewire,time,4
rewire,trofire,1
rewire,theatlantic,4
rewire,cbsnews,5
rewire,pbs,3
rewire,texasmonthly,2
rewire,latimes,6
rewire,cosmopolitan,2
rewire,kmov,1
rewire,thenation,4
rewire,thefederalist,1
rewire,rollingstone,1
rewire,thinkprogress,3
rewire,hrw,4
rewire,dailysignal,2
rewire,chicagotribune,3
rewire,eastbaytimes,1
rewire,people,4
rewire,thenevadaindependent,1
rewire,suntimes,2
rewire,pressherald,1
rewire,splcenter,10
rewire,bbc,2
rewire,christianpost,2
rewire,tallahassee,1
rewire,fortune,1
rewire,dailykos,1
rewire,bostonglobe,1
rewire,richmond,1
rewire,nymag,2
rewire,austinchronicle,4
rewire,forbes,2
rewire,cincinnati,2
rewire,heavy,2
rewire,theglobeandmail,2
rewire,al,1
rewire,detroitnews,1
rewire,freep,1
rewire,providencejournal,1
rewire,mediamatters,3
rewire,denverpost,2
rewire,whitehouse,1
rewire,currentaffairs,1
rewire,christianitytoday,1
rewire,oregonlive,1
rewire,advocate,2
rewire,tennessean,1
rewire,fivethirtyeight,1
rewire,omaha,2
rewire,prwatch,1
rewire,startribune,1
rewire,thenewcivilrightsmovement,1
rewire,indystar,1
rewire,democracynow,1
rewire,elpasotimes,1
cowgernation,digg,53
cowgernation,nytimes,6
cowgernation,huffpost,3
cowgernation,usatoday,3
cowgernation,washingtonpost,5
cowgernation,people,3
cowgernation,dailymail,3
cowgernation,dailycaller,4
cowgernation,realclearpolitics,12
cowgernation,wgntv,4
cowgernation,cnn,20
cowgernation,nationalreview,19
cowgernation,nypost,2
cowgernation,forbes,1
cowgernation,lifesitenews,6
cowgernation,independent,3
cowgernation,thetimes,1
cowgernation,nbcnews,2
cowgernation,cbsnews,1
cowgernation,foxnews,1
desmogblog,time,120
desmogblog,dailykos,17
desmogblog,theaustralian,1
desmogblog,theguardian,38
desmogblog,mediamatters,2
desmogblog,commondreams,8
desmogblog,washingtonpost,22
desmogblog,nytimes,22
desmogblog,nola,6
desmogblog,cbsnews,5
desmogblog,npr,7
desmogblog,cincinnati,5
desmogblog,courier-journal,2
desmogblog,stltoday,3
desmogblog,indystar,1
desmogblog,insideclimatenews,13
desmogblog,sfgate,1
desmogblog,prwatch,4
desmogblog,cbc,8
desmogblog,greentechmedia,9
desmogblog,bbc,5
desmogblog,cnn,12
desmogblog,bostonherald,1
desmogblog,themonthly,1
desmogblog,latimes,4
desmogblog,theintercept,3
desmogblog,huffpost,9
desmogblog,wsj,20
desmogblog,financialpost,4
desmogblog,telegraph,2
desmogblog,forbes,11
desmogblog,globalnews,4
desmogblog,azcentral,2
desmogblog,nbcnews,2
desmogblog,hcn,2
desmogblog,denverpost,1
desmogblog,heartland,1
desmogblog,motherjones,2
desmogblog,fortune,4
desmogblog,cnbc,8
desmogblog,seattletimes,1
desmogblog,pbs,1
desmogblog,independent,2
desmogblog,post-gazette,10
desmogblog,aljazeera,3
desmogblog,insidesources,2
desmogblog,peninsuladailynews,1
desmogblog,whitehouse,3
desmogblog,billingsgazette,1
desmogblog,oregonlive,3
desmogblog,dailycaller,3
desmogblog,thinkprogress,4
desmogblog,theglobeandmail,3
desmogblog,smh,1
desmogblog,dailytelegraph,3
desmogblog,spectator,1
desmogblog,foxnews,4
desmogblog,nypost,1
desmogblog,theatlantic,2
desmogblog,vox,9
desmogblog,rollingstone,1
desmogblog,newyorker,2
desmogblog,grist,3
desmogblog,calgaryherald,1
desmogblog,thechronicleherald,1
desmogblog,ctvnews,1
desmogblog,vancouversun,1
desmogblog,omaha,1
desmogblog,thedailybeast,1
desmogblog,psmag,1
desmogblog,mashable,1
desmogblog,cleveland,1
desmogblog,cleantechnica,1
desmogblog,nationalpost,1
desmogblog,mongabay,1
desmogblog,texasobserver,1
desmogblog,americanprogress,1
desmogblog,ncpolicywatch,2
desmogblog,statesman,1
desmogblog,salon,1
desmogblog,greensboro,1
desmogblog,bostonglobe,1
desmogblog,duluthnewstribune,1
desmogblog,mprnews,2
desmogblog,newsweek,1
desmogblog,edmontonjournal,1
desmogblog,townhall,1
desmogblog,hotair,1
desmogblog,nationalreview,1
desmogblog,earthfirstjournal,1
desmogblog,good,1
desmogblog,richmond,4
desmogblog,usatoday,1
nationalpost,financialpost,142
nationalpost,ottawacitizen,6
nationalpost,cbc,3
nationalpost,ctvnews,2
nationalpost,vancouversun,5
nationalpost,thestarphoenix,1
nationalpost,leaderpost,16
nationalpost,theglobeandmail,1
nationalpost,washingtonpost,2
nationalpost,people,1
nationalpost,theatlantic,1
nationalpost,hrw,2
nationalpost,bbc,1
nationalpost,cnn,2
nationalpost,nytimes,4
nationalpost,newstatesman,1
nationalpost,globalnews,2
nationalpost,montrealgazette,7
nationalpost,theguardian,2
nationalpost,slate,1
nationalpost,forbes,1
nationalpost,theverge,1
thewest,news,2
egyptianstreets,bbc,4
egyptianstreets,theguardian,4
egyptianstreets,al-monitor,1
egyptianstreets,time,2
egyptianstreets,counterpunch,2
egyptianstreets,foxnews,1
egyptianstreets,cnn,6
realcleardefense,breakingdefense,5
realcleardefense,wsj,3
realcleardefense,washingtonpost,4
realcleardefense,nytimes,3
realcleardefense,cnn,5
realcleardefense,tass,1
realcleardefense,aljazeera,2
realcleardefense,thefederalist,1
realcleardefense,washingtonexaminer,1
realcleardefense,forbes,4
realcleardefense,thedailybeast,1
realcleardefense,npr,1
realcleardefense,al-monitor,2
realcleardefense,nbcnews,2
realcleardefense,militarytimes,1
realcleardefense,americanmilitarynews,1
realcleardefense,theatlantic,1
realcleardefense,theamericanconservative,1
nationalreview,theamericanconservative,460
nationalreview,theweek,230
nationalreview,wsj,237
nationalreview,nytimes,9
nationalreview,nypost,1
nationalreview,foxnews,5
nationalreview,washingtonpost,11
nationalreview,cnn,8
nationalreview,freebeacon,2
nationalreview,bbc,6
nationalreview,independent,4
nationalreview,npr,2
nationalreview,washingtonexaminer,4
nationalreview,usatoday,2
nationalreview,dailycaller,2
nationalreview,latimes,4
nationalreview,pbs,2
nationalreview,washingtontimes,4
nationalreview,migrationpolicy,2
nationalreview,brookings,2
nationalreview,vox,2
nationalreview,nbcnews,4
nationalreview,thinkprogress,1
nationalreview,slate,2
nationalreview,rollingstone,1
nationalreview,realcleardefense,2
nationalreview,spectator,8
nationalreview,theguardian,8
nationalreview,newyorker,2
nationalreview,nymag,2
nationalreview,thetimes,6
nationalreview,realclearpolitics,4
nationalreview,lifenews,2
nationalreview,reason,1
nationalreview,fivethirtyeight,2
nationalreview,dailysignal,1
nationalreview,techcrunch,1
nationalreview,grist,2
nationalreview,buffalonews,1
nationalreview,forbes,1
nationalreview,greentechmedia,1
governing,cbsnews,2
governing,wsj,1
governing,time,1
governing,denverpost,1
governing,reviewjournal,1
governing,thenevadaindependent,1
governing,morningconsult,1
governing,cnn,7
governing,latimes,3
governing,nj,2
governing,nytimes,7
governing,vox,2
governing,slate,1
governing,washingtonpost,5
governing,dallasnews,1
governing,azcentral,2
governing,nbcnews,2
governing,americanprogress,1
governing,theatlantic,1
governing,chicagotribune,1
governing,sltrib,1
governing,sfchronicle,1
governing,vanityfair,1
governing,sun-sentinel,1
governing,tampabay,1
governing,seattletimes,1
governing,cincinnati,1
valuewalk,independent,2
valuewalk,forbes,3
valuewalk,express,1
valuewalk,aljazeera,2
valuewalk,hollywoodreporter,1
valuewalk,vox,1
valuewalk,heartland,1
valuewalk,theguardian,1
valuewalk,cnbc,4
valuewalk,cnn,1
valuewalk,techcrunch,1
valuewalk,nytimes,1
valuewalk,reviewjournal,1
valuewalk,washingtonpost,1
rabble,cbc,13
rabble,thestar,7
rabble,huffpost,6
rabble,macleans,2
rabble,globalnews,2
rabble,bbc,2
rabble,nytimes,1
rabble,theguardian,1
rabble,ctvnews,1
rabble,nationalpost,1
rabble,canadiandimension,1
rabble,ottawacitizen,1
rabble,telegraph,1
rabble,thestranger,1
zeit,time,1
triblive,northjersey,2
triblive,washingtonpost,2
triblive,kfor,2
triblive,people,2
triblive,twincities,1
crimethinc,aljazeera,16
crimethinc,nytimes,10
crimethinc,telegraph,5
crimethinc,slate,5
crimethinc,theguardian,10
crimethinc,hrw,20
crimethinc,thedailybeast,5
crimethinc,cnn,5
crimethinc,independent,10
crimethinc,libcom,8
crimethinc,globalvoices,4
crimethinc,socialistworker,4
crimethinc,theintercept,4
crimethinc,nbcnews,4
crimethinc,cbsnews,1
crimethinc,workers,1
crimethinc,motherjones,1
crimethinc,theverge,1
crimethinc,newsone,1
crimethinc,vox,1
cleantechnica,forbes,2
cleantechnica,cnbc,2
cleantechnica,cnn,3
cleantechnica,express,1
cleantechnica,theweek,1
cleantechnica,theguardian,6
cleantechnica,engadget,1
cleantechnica,vox,3
cleantechnica,cbsnews,1
cleantechnica,wsj,1
cleantechnica,nbcnews,1
cleantechnica,bbc,5
cleantechnica,greentechmedia,1
cleantechnica,detroitnews,2
cleantechnica,cbc,3
cleantechnica,mprnews,1
cleantechnica,washingtonpost,1
cleantechnica,nytimes,6
cleantechnica,latimes,1
cleantechnica,theatlantic,1
cleantechnica,ndtv,1
mysanantonio,timesunion,4
mysanantonio,usatoday,1
mysanantonio,statesman,1
talkingpointsmemo,cnn,2
talkingpointsmemo,foxnews,1
talkingpointsmemo,nytimes,2
talkingpointsmemo,newsweek,1
talkingpointsmemo,washingtonpost,2
talkingpointsmemo,whitehouse,1
talkingpointsmemo,theconservativetreehouse,1
talkingpointsmemo,latimes,1
talkingpointsmemo,thedailybeast,1
quillette,pbs,8
quillette,nytimes,38
quillette,newyorker,4
quillette,dailymail,5
quillette,cnn,11
quillette,theguardian,45
quillette,nationalpost,7
quillette,theatlantic,16
quillette,thepostmillennial,5
quillette,salon,3
quillette,washingtonpost,14
quillette,humanevents,2
quillette,legalinsurrection,3
quillette,nymag,4
quillette,bbc,26
quillette,nypost,3
quillette,telegraph,9
quillette,vox,10
quillette,huffpost,10
quillette,texasobserver,2
quillette,thequint,2
quillette,hrw,3
quillette,cbc,11
quillette,theglobeandmail,3
quillette,torontosun,2
quillette,sbs,1
quillette,wsj,5
quillette,thewalrus,1
quillette,quadrant,2
quillette,firstthings,5
quillette,nationalreview,6
quillette,commentarymagazine,2
quillette,theamericanconservative,4
quillette,slate,3
quillette,nbcnews,3
quillette,sky,1
quillette,bostonglobe,3
quillette,freedomhouse,2
quillette,foxnews,1
quillette,insidehighered,2
quillette,spectator,1
quillette,thenation,3
quillette,forbes,5
quillette,the-american-interest,1
quillette,feministcurrent,3
quillette,pinknews,2
quillette,aljazeera,5
quillette,earthfirstjournal,1
quillette,thestranger,1
quillette,unicornriot,1
quillette,counterpunch,1
quillette,spiked-online,4
quillette,independent,10
quillette,thedailybeast,2
quillette,time,4
quillette,desertsun,1
quillette,pastemagazine,1
quillette,theintercept,2
quillette,hotair,1
quillette,cnbc,3
quillette,reason,2
quillette,vancouversun,1
quillette,npr,4
quillette,usatoday,1
quillette,commondreams,1
quillette,elpais,1
quillette,rt,1
quillette,ctvnews,1
quillette,news,2
quillette,latimes,1
quillette,prospectmagazine,1
quillette,globalnews,2
